file_id,file_keyword,importance_score,importance_label
L00912,rental,4,Medium
L00913,jurisdiction,5,Medium
L00914,liability,9,High
L00915,indemnity,8,High
L00916,settlement,3,Low
L00917,arbitration,6,Medium
L00918,lawsuit,10,High
L00919,litigation,10,High
L00920,plaintiff,9,High
L00921,defendant,10,High
L00922,verdict,1,Low
L00923,judgment,1,Low
L00924,witness,8,High
L00925,testimony,1,Low
L00926,subpoena,9,High
L00927,summons,1,Low
L00928,petition,7,Medium
L00929,memorandum,7,Medium
L00930,mou,8,High
L00931,legal document,4,Medium
L00932,hereby,10,High
L00933,whereas,1,Low
L00934,aforementioned,5,Medium
L00935,undersigned,7,Medium
L00936,party of,1,Low
L00937,in witness whereof,9,High
L00938,executed,2,Low
L00939,notary,8,High
L00940,undertaking,10,High
L00942,contract,6,Medium
L00943,bond,10,High
L00945,non disclosure,9,High
L00946,non-disclosure,5,Medium
L00947,terms and conditions,3,Low
L00948,terms & conditions,10,High
L00949,t&c,1,Low
L00950,legal notice,10,High
L00951,affidavit,5,Medium
L00952,court,3,Low
L00953,case,4,Medium
L00954,lawyer,8,High
L00955,attorney,3,Low
L00956,clause,6,Medium
L00957,deed,3,Low
L00958,lease,6,Medium
L00959,rental,4,Medium
L00960,jurisdiction,1,Low
L00961,liability,7,Medium
L00962,indemnity,4,Medium
L00963,settlement,9,High
L00964,arbitration,4,Medium
L00965,lawsuit,9,High
L00966,litigation,7,Medium
L00967,plaintiff,5,Medium
L00968,defendant,8,High
L00969,verdict,3,Low
L00970,judgment,2,Low
L00971,witness,7,Medium
L00972,testimony,5,Medium
L00973,subpoena,10,High
L00974,summons,8,High
L00975,petition,8,High
L00976,memorandum,3,Low
L00977,mou,5,Medium
L00978,legal document,5,Medium
L00979,hereby,8,High
L00980,whereas,7,Medium
L00981,aforementioned,5,Medium
L00982,undersigned,2,Low
L00983,party of,1,Low
L00984,in witness whereof,10,High
L00985,executed,8,High
L00986,notary,4,Medium
L00987,undertaking,2,Low
L00989,contract,6,Medium
L00990,bond,2,Low
L00992,non disclosure,1,Low
L00993,non-disclosure,4,Medium
L00994,terms and conditions,4,Medium
L00995,terms & conditions,3,Low
L00996,t&c,8,High
L00997,legal notice,8,High
L00998,affidavit,3,Low
L00999,court,1,Low
L01000,case,7,Medium
L01001,lawyer,8,High
L01002,attorney,4,Medium
L01003,clause,9,High
L01004,deed,10,High
L01005,lease,9,High
L01006,rental,10,High
L01007,jurisdiction,4,Medium
L01008,liability,9,High
L01009,indemnity,7,Medium
L01010,settlement,1,Low
L01011,arbitration,1,Low
L01012,lawsuit,5,Medium
L01013,litigation,10,High
L01014,plaintiff,4,Medium
L01015,defendant,4,Medium
L01016,verdict,8,High
L01017,judgment,9,High
L01018,witness,8,High
L01019,testimony,3,Low
L01020,subpoena,7,Medium
L01021,summons,8,High
L01022,petition,7,Medium
L01023,memorandum,8,High
L01024,mou,5,Medium
L01025,legal document,4,Medium
L01026,hereby,5,Medium
L01027,whereas,3,Low
L01028,aforementioned,10,High
L01029,undersigned,6,Medium
L01030,party of,9,High
L01031,in witness whereof,8,High
L01032,executed,9,High
L01033,notary,3,Low
L01034,undertaking,4,Medium
L01036,contract,4,Medium
L01037,bond,8,High
L01039,non disclosure,1,Low
L01040,non-disclosure,2,Low
L01041,terms and conditions,5,Medium
L01042,terms & conditions,7,Medium
L01043,t&c,3,Low
L01044,legal notice,2,Low
L01045,affidavit,5,Medium
L01046,court,9,High
L01047,case,4,Medium
L01048,lawyer,9,High
L01049,attorney,1,Low
L01050,clause,7,Medium
L01051,deed,3,Low
L01052,lease,10,High
L01053,rental,7,Medium
L01054,jurisdiction,2,Low
L01055,liability,10,High
L01056,indemnity,6,Medium
L01057,settlement,8,High
L01058,arbitration,4,Medium
L01059,lawsuit,7,Medium
L01060,litigation,6,Medium
L01061,plaintiff,1,Low
L01062,defendant,8,High
L01063,verdict,7,Medium
L01064,judgment,7,Medium
L01065,witness,1,Low
L01066,testimony,5,Medium
L01067,subpoena,10,High
L01068,summons,5,Medium
L01069,petition,8,High
L01070,memorandum,2,Low
L01071,mou,8,High
L01072,legal document,2,Low
L01073,hereby,8,High
L01074,whereas,6,Medium
L01075,aforementioned,8,High
L01076,undersigned,1,Low
L01077,party of,2,Low
L01078,in witness whereof,8,High
L01079,executed,2,Low
L01080,notary,10,High
L01081,undertaking,3,Low
L01083,contract,6,Medium
L01084,bond,9,High
L01086,non disclosure,6,Medium
L01087,non-disclosure,9,High
L01088,terms and conditions,10,High
L01089,terms & conditions,9,High
L01090,t&c,8,High
L01091,legal notice,8,High
L01092,affidavit,2,Low
L01093,court,6,Medium
L01094,case,3,Low
L01095,lawyer,8,High
L01096,attorney,9,High
L01097,clause,2,Low
L01098,deed,10,High
L01099,lease,7,Medium
L01100,rental,2,Low
L01101,jurisdiction,8,High
L01102,liability,9,High
L01103,indemnity,9,High
L01104,settlement,4,Medium
L01105,arbitration,3,Low
L01106,lawsuit,3,Low
L01107,litigation,2,Low
L01108,plaintiff,3,Low
L01109,defendant,9,High
L01110,verdict,7,Medium
L01111,judgment,2,Low
L01112,witness,3,Low
L01113,testimony,10,High
L01114,subpoena,2,Low
L01115,summons,3,Low
L01116,petition,8,High
L01117,memorandum,1,Low
L01118,mou,3,Low
L01119,legal document,2,Low
L01120,hereby,7,Medium
L01121,whereas,5,Medium
L01122,aforementioned,6,Medium
L01123,undersigned,1,Low
L01124,party of,9,High
L01125,in witness whereof,9,High
L01126,executed,1,Low
L01127,notary,1,Low
L01128,undertaking,4,Medium
L01130,contract,7,Medium
L01131,bond,10,High
L01133,non disclosure,9,High
L01134,non-disclosure,3,Low
L01135,terms and conditions,2,Low
L01136,terms & conditions,6,Medium
L01137,t&c,10,High
L01138,legal notice,4,Medium
L01139,affidavit,2,Low
L01140,court,3,Low
L01141,case,10,High
L01142,lawyer,8,High
L01143,attorney,10,High
L01144,clause,10,High
L01145,deed,3,Low
L01146,lease,7,Medium
L01147,rental,1,Low
L01148,jurisdiction,2,Low
L01149,liability,10,High
L01150,indemnity,2,Low
L01151,settlement,10,High
L01152,arbitration,10,High
L01153,lawsuit,2,Low
L01154,litigation,6,Medium
L01155,plaintiff,3,Low
L01156,defendant,1,Low
L01157,verdict,7,Medium
L01158,judgment,9,High
L01159,witness,9,High
L01160,testimony,3,Low
L01161,subpoena,8,High
L01162,summons,10,High
L01163,petition,1,Low
L01164,memorandum,8,High
L01165,mou,2,Low
L01166,legal document,8,High
L01167,hereby,10,High
L01168,whereas,3,Low
L01169,aforementioned,3,Low
L01170,undersigned,3,Low
L01171,party of,2,Low
L01172,in witness whereof,7,Medium
L01173,executed,9,High
L01174,notary,6,Medium
L01175,undertaking,9,High
L01177,contract,10,High
L01178,bond,4,Medium
L01180,non disclosure,9,High
L01181,non-disclosure,1,Low
L01182,terms and conditions,9,High
L01183,terms & conditions,6,Medium
L01184,t&c,10,High
L01185,legal notice,7,Medium
L01186,affidavit,9,High
L01187,court,5,Medium
L01188,case,3,Low
L01189,lawyer,6,Medium
L01190,attorney,6,Medium
L01191,clause,3,Low
L01192,deed,5,Medium
L01193,lease,8,High
L01194,rental,4,Medium
L01195,jurisdiction,8,High
L01196,liability,7,Medium
L01197,indemnity,6,Medium
L01198,settlement,5,Medium
L01199,arbitration,8,High
L01200,lawsuit,2,Low
F00001,invoice,3,Low
F00002,receipt,2,Low
F00003,bill,6,Medium
F00004,payment,6,Medium
F00005,salary,3,Low
F00006,payroll,6,Medium
F00007,wage,1,Low
F00008,bank,7,Medium
F00009,account,4,Medium
F00010,account number,7,Medium
F00011,acct no,3,Low
F00012,ifsc,3,Low
F00013,swift,4,Medium
F00014,iban,8,High
F00015,transaction,2,Low
F00016,statement,10,High
F00017,balance,2,Low
F00018,tax,1,Low
F00019,gst,1,Low
F00020,vat,5,Medium
F00021,income tax,5,Medium
F00022,pan,6,Medium
F00023,tds,1,Low
F00024,audit,2,Low
F00025,budget,3,Low
F00026,loan,1,Low
F00027,emi,4,Medium
F00028,mortgage,5,Medium
F00029,credit,8,High
F00030,debit,10,High
F00031,withdrawal,10,High
F00032,deposit,7,Medium
F00033,cheque,9,High
F00034,check,1,Low
F00035,wire transfer,9,High
F00036,net banking,2,Low
F00037,upi,8,High
F00038,neft,6,Medium
F00039,rtgs,8,High
F00040,micr,8,High
F00041,routing number,8,High
F00042,financial statement,2,Low
F00043,profit and loss,6,Medium
F00044,p&l,1,Low
F00045,balance sheet,9,High
F00046,revenue,4,Medium
F00047,expense,6,Medium
F00048,remittance,1,Low
F00049,fund transfer,8,High
F00050,payee,10,High
F00051,payer,10,High
F00052,due date,7,Medium
F00053,overdue,3,Low
F00054,outstanding,10,High
F00055,paid,7,Medium
F00056,unpaid,1,Low
F00057,refund,9,High
F00058,rupee,1,Low
F00059,dollar,10,High
F00060,amount,4,Medium
F00061,total,1,Low
F00062,subtotal,1,Low
F00063,grand total,5,Medium
F00064,invoice,10,High
F00065,receipt,9,High
F00066,bill,6,Medium
F00067,payment,1,Low
F00068,salary,6,Medium
F00069,payroll,9,High
F00070,wage,1,Low
F00071,bank,4,Medium
F00072,account,8,High
F00073,account number,7,Medium
F00074,acct no,8,High
F00075,ifsc,4,Medium
F00076,swift,7,Medium
F00077,iban,10,High
F00078,transaction,6,Medium
F00079,statement,3,Low
F00080,balance,3,Low
F00081,tax,6,Medium
F00082,gst,2,Low
F00083,vat,3,Low
F00084,income tax,8,High
F00085,pan,6,Medium
F00086,tds,1,Low
F00087,audit,8,High
F00088,budget,6,Medium
F00089,loan,8,High
F00090,emi,7,Medium
F00091,mortgage,7,Medium
F00092,credit,6,Medium
F00093,debit,5,Medium
F00094,withdrawal,8,High
F00095,deposit,1,Low
F00096,cheque,9,High
F00097,check,3,Low
F00098,wire transfer,2,Low
F00099,net banking,8,High
F00100,upi,8,High
F00101,neft,6,Medium
F00102,rtgs,5,Medium
F00103,micr,6,Medium
F00104,routing number,7,Medium
F00105,financial statement,8,High
F00106,profit and loss,1,Low
F00107,p&l,3,Low
F00108,balance sheet,7,Medium
F00109,revenue,7,Medium
F00110,expense,10,High
F00111,remittance,6,Medium
F00112,fund transfer,2,Low
F00113,payee,3,Low
F00114,payer,4,Medium
F00115,due date,9,High
F00116,overdue,9,High
F00117,outstanding,2,Low
F00118,paid,1,Low
F00119,unpaid,4,Medium
F00120,refund,7,Medium
F00121,rupee,7,Medium
F00122,dollar,10,High
F00123,amount,9,High
F00124,total,8,High
F00125,subtotal,2,Low
F00126,grand total,5,Medium
F00127,invoice,10,High
F00128,receipt,5,Medium
F00129,bill,9,High
F00130,payment,4,Medium
F00131,salary,4,Medium
F00132,payroll,1,Low
F00133,wage,5,Medium
F00134,bank,4,Medium
F00135,account,3,Low
F00136,account number,3,Low
F00137,acct no,2,Low
F00138,ifsc,4,Medium
F00139,swift,1,Low
F00140,iban,2,Low
F00141,transaction,2,Low
F00142,statement,10,High
F00143,balance,5,Medium
F00144,tax,2,Low
F00145,gst,7,Medium
F00146,vat,9,High
F00147,income tax,7,Medium
F00148,pan,7,Medium
F00149,tds,10,High
F00150,audit,2,Low
F00151,budget,7,Medium
F00152,loan,8,High
F00153,emi,3,Low
F00154,mortgage,8,High
F00155,credit,6,Medium
F00156,debit,2,Low
F00157,withdrawal,5,Medium
F00158,deposit,10,High
F00159,cheque,5,Medium
F00160,check,3,Low
F00161,wire transfer,10,High
F00162,net banking,8,High
F00163,upi,8,High
F00164,neft,6,Medium
F00165,rtgs,10,High
F00166,micr,2,Low
F00167,routing number,9,High
F00168,financial statement,8,High
F00169,profit and loss,4,Medium
F00170,p&l,7,Medium
F00171,balance sheet,1,Low
F00172,revenue,5,Medium
F00173,expense,3,Low
F00174,remittance,6,Medium
F00175,fund transfer,10,High
F00176,payee,2,Low
F00177,payer,10,High
F00178,due date,7,Medium
F00179,overdue,2,Low
F00180,outstanding,5,Medium
F00181,paid,7,Medium
F00182,unpaid,9,High
F00183,refund,9,High
F00184,rupee,1,Low
F00185,dollar,10,High
F00186,amount,1,Low
F00187,total,7,Medium
F00188,subtotal,6,Medium
F00189,grand total,10,High
F00190,invoice,6,Medium
F00191,receipt,7,Medium
F00192,bill,10,High
F00193,payment,4,Medium
F00194,salary,9,High
F00195,payroll,9,High
F00196,wage,8,High
F00197,bank,2,Low
F00198,account,3,Low
F00199,account number,10,High
F00200,acct no,3,Low
F00201,ifsc,4,Medium
F00202,swift,9,High
F00203,iban,1,Low
F00204,transaction,5,Medium
F00205,statement,8,High
F00206,balance,6,Medium
F00207,tax,6,Medium
F00208,gst,6,Medium
F00209,vat,7,Medium
F00210,income tax,3,Low
F00211,pan,9,High
F00212,tds,1,Low
F00213,audit,6,Medium
F00214,budget,8,High
F00215,loan,7,Medium
F00216,emi,4,Medium
F00217,mortgage,6,Medium
F00218,credit,2,Low
F00219,debit,7,Medium
F00220,withdrawal,3,Low
F00221,deposit,3,Low
F00222,cheque,4,Medium
F00223,check,3,Low
F00224,wire transfer,10,High
F00225,net banking,10,High
F00226,upi,5,Medium
F00227,neft,6,Medium
F00228,rtgs,6,Medium
F00229,micr,9,High
F00230,routing number,4,Medium
F00231,financial statement,9,High
F00232,profit and loss,2,Low
F00233,p&l,3,Low
F00234,balance sheet,2,Low
F00235,revenue,3,Low
F00236,expense,5,Medium
F00237,remittance,4,Medium
F00238,fund transfer,10,High
F00239,payee,1,Low
F00240,payer,3,Low
F00241,due date,2,Low
F00242,overdue,1,Low
F00243,outstanding,5,Medium
F00244,paid,2,Low
F00245,unpaid,9,High
F00246,refund,4,Medium
F00247,rupee,4,Medium
F00248,dollar,10,High
F00249,amount,10,High
F00250,total,6,Medium
F00251,subtotal,6,Medium
F00252,grand total,3,Low
F00253,invoice,8,High
F00254,receipt,2,Low
F00255,bill,8,High
F00256,payment,5,Medium
F00257,salary,7,Medium
F00258,payroll,10,High
F00259,wage,2,Low
F00260,bank,1,Low
F00261,account,1,Low
F00262,account number,6,Medium
F00263,acct no,3,Low
F00264,ifsc,5,Medium
F00265,swift,2,Low
F00266,iban,2,Low
F00267,transaction,9,High
F00268,statement,3,Low
F00269,balance,6,Medium
F00270,tax,3,Low
F00271,gst,5,Medium
F00272,vat,6,Medium
F00273,income tax,4,Medium
F00274,pan,6,Medium
F00275,tds,4,Medium
F00276,audit,1,Low
F00277,budget,3,Low
F00278,loan,1,Low
F00279,emi,2,Low
F00280,mortgage,2,Low
F00281,credit,4,Medium
F00282,debit,8,High
F00283,withdrawal,5,Medium
F00284,deposit,2,Low
F00285,cheque,4,Medium
F00286,check,10,High
F00287,wire transfer,8,High
F00288,net banking,10,High
F00289,upi,2,Low
F00290,neft,9,High
F00291,rtgs,1,Low
F00292,micr,8,High
F00293,routing number,7,Medium
F00294,financial statement,2,Low
F00295,profit and loss,10,High
F00296,p&l,10,High
F00297,balance sheet,6,Medium
F00298,revenue,8,High
F00299,expense,9,High
F00300,remittance,9,High
F00301,fund transfer,1,Low
F00302,payee,1,Low
F00303,payer,1,Low
F00304,due date,3,Low
F00305,overdue,3,Low
F00306,outstanding,5,Medium
F00307,paid,3,Low
F00308,unpaid,10,High
F00309,refund,5,Medium
F00310,rupee,9,High
F00311,dollar,6,Medium
F00312,amount,7,Medium
F00313,total,5,Medium
F00314,subtotal,9,High
F00315,grand total,9,High
F00316,invoice,1,Low
F00317,receipt,3,Low
F00318,bill,10,High
F00319,payment,2,Low
F00320,salary,4,Medium
F00321,payroll,8,High
F00322,wage,2,Low
F00323,bank,3,Low
F00324,account,5,Medium
F00325,account number,6,Medium
F00326,acct no,7,Medium
F00327,ifsc,10,High
F00328,swift,10,High
F00329,iban,7,Medium
F00330,transaction,1,Low
F00331,statement,5,Medium
F00332,balance,10,High
F00333,tax,4,Medium
F00334,gst,2,Low
F00335,vat,10,High
F00336,income tax,7,Medium
F00337,pan,10,High
F00338,tds,1,Low
F00339,audit,8,High
F00340,budget,2,Low
F00341,loan,4,Medium
F00342,emi,5,Medium
F00343,mortgage,2,Low
F00344,credit,4,Medium
F00345,debit,2,Low
F00346,withdrawal,8,High
F00347,deposit,6,Medium
F00348,cheque,5,Medium
F00349,check,8,High
F00350,wire transfer,1,Low
F00351,net banking,1,Low
F00352,upi,2,Low
F00353,neft,4,Medium
F00354,rtgs,3,Low
F00355,micr,4,Medium
F00356,routing number,2,Low
F00357,financial statement,1,Low
F00358,profit and loss,6,Medium
F00359,p&l,9,High
F00360,balance sheet,5,Medium
F00361,revenue,9,High
F00362,expense,3,Low
F00363,remittance,4,Medium
F00364,fund transfer,10,High
F00365,payee,6,Medium
F00366,payer,9,High
F00367,due date,8,High
F00368,overdue,2,Low
F00369,outstanding,1,Low
F00370,paid,10,High
F00371,unpaid,10,High
F00372,refund,6,Medium
F00373,rupee,7,Medium
F00374,dollar,5,Medium
F00375,amount,4,Medium
F00376,total,9,High
F00377,subtotal,8,High
F00378,grand total,9,High
F00379,invoice,1,Low
F00380,receipt,2,Low
F00381,bill,7,Medium
F00382,payment,6,Medium
F00383,salary,1,Low
F00384,payroll,1,Low
F00385,wage,8,High
F00386,bank,9,High
F00387,account,9,High
F00388,account number,10,High
F00389,acct no,8,High
F00390,ifsc,8,High
F00391,swift,4,Medium
F00392,iban,6,Medium
F00393,transaction,1,Low
F00394,statement,1,Low
F00395,balance,10,High
F00396,tax,7,Medium
F00397,gst,7,Medium
F00398,vat,7,Medium
F00399,income tax,2,Low
F00400,pan,1,Low
F00401,tds,1,Low
F00402,audit,8,High
F00403,budget,10,High
F00404,loan,10,High
F00405,emi,10,High
F00406,mortgage,10,High
F00407,credit,3,Low
F00408,debit,4,Medium
F00409,withdrawal,6,Medium
F00410,deposit,2,Low
F00411,cheque,2,Low
F00412,check,1,Low
F00413,wire transfer,3,Low
F00414,net banking,7,Medium
F00415,upi,8,High
F00416,neft,8,High
F00417,rtgs,8,High
F00418,micr,3,Low
F00419,routing number,7,Medium
F00420,financial statement,9,High
F00421,profit and loss,3,Low
F00422,p&l,8,High
F00423,balance sheet,10,High
F00424,revenue,6,Medium
F00425,expense,8,High
F00426,remittance,4,Medium
F00427,fund transfer,10,High
F00428,payee,1,Low
F00429,payer,7,Medium
F00430,due date,9,High
F00431,overdue,8,High
F00432,outstanding,3,Low
F00433,paid,10,High
F00434,unpaid,9,High
F00435,refund,9,High
F00436,rupee,8,High
F00437,dollar,5,Medium
F00438,amount,2,Low
F00439,total,4,Medium
F00440,subtotal,3,Low
F00441,grand total,2,Low
F00442,invoice,7,Medium
F00443,receipt,1,Low
F00444,bill,8,High
F00445,payment,3,Low
F00446,salary,9,High
F00447,payroll,8,High
F00448,wage,9,High
F00449,bank,3,Low
F00450,account,2,Low
F00451,account number,2,Low
F00452,acct no,6,Medium
F00453,ifsc,9,High
F00454,swift,1,Low
F00455,iban,6,Medium
F00456,transaction,6,Medium
F00457,statement,6,Medium
F00458,balance,8,High
F00459,tax,7,Medium
F00460,gst,6,Medium
F00461,vat,8,High
F00462,income tax,10,High
F00463,pan,10,High
F00464,tds,2,Low
F00465,audit,1,Low
F00466,budget,10,High
F00467,loan,4,Medium
F00468,emi,5,Medium
F00469,mortgage,3,Low
F00470,credit,7,Medium
F00471,debit,1,Low
F00472,withdrawal,10,High
F00473,deposit,10,High
F00474,cheque,3,Low
F00475,check,8,High
F00476,wire transfer,8,High
F00477,net banking,3,Low
F00478,upi,2,Low
F00479,neft,10,High
F00480,rtgs,3,Low
F00481,micr,7,Medium
F00482,routing number,7,Medium
F00483,financial statement,4,Medium
F00484,profit and loss,2,Low
F00485,p&l,1,Low
F00486,balance sheet,7,Medium
F00487,revenue,1,Low
F00488,expense,10,High
F00489,remittance,2,Low
F00490,fund transfer,1,Low
F00491,payee,2,Low
F00492,payer,5,Medium
F00493,due date,4,Medium
F00494,overdue,5,Medium
F00495,outstanding,6,Medium
F00496,paid,10,High
F00497,unpaid,2,Low
F00498,refund,1,Low
F00499,rupee,6,Medium
F00500,dollar,9,High
F00501,amount,5,Medium
F00502,total,2,Low
F00503,subtotal,3,Low
F00504,grand total,6,Medium
F00505,invoice,9,High
F00506,receipt,10,High
F00507,bill,2,Low
F00508,payment,5,Medium
F00509,salary,9,High
F00510,payroll,7,Medium
F00511,wage,2,Low
F00512,bank,10,High
F00513,account,5,Medium
F00514,account number,5,Medium
F00515,acct no,4,Medium
F00516,ifsc,2,Low
F00517,swift,2,Low
F00518,iban,4,Medium
F00519,transaction,1,Low
F00520,statement,2,Low
F00521,balance,10,High
F00522,tax,8,High
F00523,gst,6,Medium
F00524,vat,10,High
F00525,income tax,8,High
F00526,pan,3,Low
F00527,tds,5,Medium
F00528,audit,1,Low
F00529,budget,3,Low
F00530,loan,6,Medium
F00531,emi,2,Low
F00532,mortgage,4,Medium
F00533,credit,1,Low
F00534,debit,5,Medium
F00535,withdrawal,5,Medium
F00536,deposit,2,Low
F00537,cheque,2,Low
F00538,check,1,Low
F00539,wire transfer,3,Low
F00540,net banking,5,Medium
F00541,upi,3,Low
F00542,neft,2,Low
F00543,rtgs,9,High
F00544,micr,2,Low
F00545,routing number,9,High
F00546,financial statement,3,Low
F00547,profit and loss,1,Low
F00548,p&l,8,High
F00549,balance sheet,4,Medium
F00550,revenue,3,Low
F00551,expense,10,High
F00552,remittance,7,Medium
F00553,fund transfer,6,Medium
F00554,payee,1,Low
F00555,payer,4,Medium
F00556,due date,2,Low
F00557,overdue,10,High
F00558,outstanding,10,High
F00559,paid,2,Low
F00560,unpaid,8,High
F00561,refund,7,Medium
F00562,rupee,8,High
F00563,dollar,8,High
F00564,amount,6,Medium
F00565,total,8,High
F00566,subtotal,8,High
F00567,grand total,9,High
F00568,invoice,2,Low
F00569,receipt,6,Medium
F00570,bill,7,Medium
F00571,payment,3,Low
F00572,salary,9,High
F00573,payroll,2,Low
F00574,wage,2,Low
F00575,bank,5,Medium
F00576,account,10,High
F00577,account number,2,Low
F00578,acct no,3,Low
F00579,ifsc,5,Medium
F00580,swift,4,Medium
F00581,iban,1,Low
F00582,transaction,9,High
F00583,statement,6,Medium
F00584,balance,1,Low
F00585,tax,8,High
F00586,gst,2,Low
F00587,vat,10,High
F00588,income tax,3,Low
F00589,pan,1,Low
F00590,tds,8,High
F00591,audit,5,Medium
F00592,budget,9,High
F00593,loan,8,High
F00594,emi,4,Medium
F00595,mortgage,4,Medium
F00596,credit,2,Low
F00597,debit,3,Low
F00598,withdrawal,10,High
F00599,deposit,1,Low
F00600,cheque,8,High
F00601,check,4,Medium
F00602,wire transfer,4,Medium
F00603,net banking,5,Medium
F00604,upi,10,High
F00605,neft,8,High
F00606,rtgs,3,Low
F00607,micr,8,High
F00608,routing number,2,Low
F00609,financial statement,8,High
F00610,profit and loss,9,High
F00611,p&l,8,High
F00612,balance sheet,6,Medium
F00613,revenue,2,Low
F00614,expense,2,Low
F00615,remittance,8,High
F00616,fund transfer,6,Medium
F00617,payee,3,Low
F00618,payer,9,High
F00619,due date,2,Low
F00620,overdue,9,High
F00621,outstanding,4,Medium
F00622,paid,9,High
F00623,unpaid,8,High
F00624,refund,9,High
F00625,rupee,9,High
F00626,dollar,9,High
F00627,amount,4,Medium
F00628,total,7,Medium
F00629,subtotal,5,Medium
F00630,grand total,9,High
F00631,invoice,3,Low
F00632,receipt,2,Low
F00633,bill,2,Low
F00634,payment,2,Low
F00635,salary,6,Medium
F00636,payroll,10,High
F00637,wage,2,Low
F00638,bank,10,High
F00639,account,2,Low
F00640,account number,4,Medium
F00641,acct no,6,Medium
F00642,ifsc,9,High
F00643,swift,8,High
F00644,iban,6,Medium
F00645,transaction,8,High
F00646,statement,10,High
F00647,balance,2,Low
F00648,tax,2,Low
F00649,gst,9,High
F00650,vat,6,Medium
